-1000100 -43.269
-1000000 -42.601
-999900 -41.949
-999800 -41.302
-999700 -40.655
-999600 -40.088
-999500 -39.511
-999400 -38.884
-999300 -38.301
-999200 -37.787
-999100 -37.252
-999000 -36.725
-998900 -36.233
-998800 -35.704
-998700 -35.24
-998600 -34.79
-998500 -34.327
-998400 -33.883
-998300 -33.453
-998200 -33.068
-998100 -32.686
-998000 -32.308
-997900 -31.991
-997800 -31.663
-997700 -31.357
-997600 -31.079
-997500 -30.826
-997400 -30.606
-997300 -30.398
-997200 -30.224
-997100 -30.033
-997000 -29.829
-996900 -29.722
-996800 -29.591
-996700 -29.497
-996600 -29.409
-996500 -29.302
-996400 -29.228
-996300 -29.161
-996200 -29.095
-996100 -29.049
-996000 -29.005
-995900 -29.041
-995800 -29.06
-995700 -29.089
-995600 -29.1
-995500 -29.132
-995400 -29.175
-995300 -29.225
-995200 -29.288
-995100 -29.366
-995000 -29.42
-994900 -29.56
-994800 -29.683
-994700 -29.813
-994600 -29.893
-994500 -30.025
-994400 -30.141
-994300 -30.247
-994200 -30.371
-994100 -30.494
-994000 -30.633
-993900 -30.861
-993800 -31.069
-993700 -31.258
-993600 -31.457
-993500 -31.662
-993400 -31.87
-993300 -32.077
-993200 -32.306
-993100 -32.517
-993000 -32.738
-992900 -33.023
-992800 -33.306
-992700 -33.577
-992600 -33.864
-992500 -34.138
-992400 -34.406
-992300 -34.677
-992200 -34.934
-992100 -35.204
-992000 -35.484
-991900 -35.802
-991800 -36.129
-991700 -36.434
-991600 -36.72
-991500 -37.015
-991400 -37.317
-991300 -37.622
-991200 -37.906
-991100 -38.204
-991000 -38.501
-990900 -38.852
-990800 -39.199
-990700 -39.553
-990600 -39.91
-990500 -40.249
-990400 -40.6
-990300 -40.955
-990200 -41.325
-990100 -41.693
-990000 -42.064
-989900 -42.44
-989800 -42.825
-989700 -43.214
-989600 -43.608
-989500 -44.006
-989400 -44.432
-989300 -44.837
-989200 -45.243
-989100 -45.672
-989000 -46.103
-988900 -46.514
-988800 -46.938
-988700 -47.351
-988600 -47.772
-988500 -48.201
-988400 -48.643
-988300 -49.097
-988200 -49.547
-988100 -50.001
-988000 -50.461
-987900 -50.878
-987800 -51.336
-987700 -51.767
-987600 -52.174
-987500 -52.589
-987400 -52.999
-987300 -53.409
-987200 -53.819
-987100 -54.221
-987000 -54.597
-986900 -54.865
-986800 -55.195
-986700 -55.482
-986600 -55.768
-986500 -56.046
-986400 -56.29
-986300 -56.548
-986200 -56.755
-986100 -56.939
-986000 -57.131
-985900 -57.174
-985800 -57.235
-985700 -57.294
-985600 -57.362
-985500 -57.409
-985400 -57.46
-985300 -57.508
-985200 -57.556
-985100 -57.594
-985000 -57.611
-984900 -57.502
-984800 -57.439
